evaluation_id,model_version,eval_prompt_category,human_rating,synthetic_metric,cost_of_evaluation,evaluation_date,deployment_week
EVAL_045712,v1.2,Creative Writing,5,95.23,18.64,2024-06-15,16
EVAL_045713,v1.2,Scientific,4,91.06,19.51,2024-03-02,16
EVAL_045714,v1.2,General QA,4,100.0,22.74,2024-06-24,16
EVAL_045715,v1.2,Coding,5,100.0,32.75,2024-01-27,16
EVAL_045716,v1.2,Math/Logic,5,100.0,29.17,2024-04-21,16
EVAL_045717,v1.2,Creative Writing,3,76.73,23.63,2024-02-23,16
EVAL_045718,v1.2,Math/Logic,4,90.72,16.99,2024-06-13,16
EVAL_045719,v1.2,Coding,5,100.0,24.44,2024-03-04,16
EVAL_045720,v1.2,Coding,5,91.09,28.86,2024-03-03,16
EVAL_045721,v1.2,Scientific,5,100.0,29.07,2024-04-13,16
EVAL_045722,v1.2,Creative Writing,5,100.0,25.44,2024-06-10,16
EVAL_045723,v1.2,Creative Writing,4,91.16,19.69,2024-01-21,16
EVAL_045724,v1.2,Coding,5,100.0,30.42,2024-03-09,16
EVAL_045725,v1.2,Scientific,5,100.0,27.48,2024-01-21,16
EVAL_045726,v1.2,Coding,4,87.13,22.44,2024-01-14,16
EVAL_045727,v1.2,General QA,4,80.3,26.63,2024-03-02,16
EVAL_045728,v1.2,Creative Writing,5,100.0,22.08,2024-05-28,16
EVAL_045729,v1.2,General QA,5,100.0,22.24,2024-03-21,16
EVAL_045730,v1.2,Math/Logic,3,96.99,19.09,2024-01-16,16
EVAL_045731,v1.2,Scientific,4,93.37,27.76,2024-01-19,16
EVAL_045732,v1.2,Coding,5,96.4,32.73,2024-02-02,16
EVAL_045733,v1.2,Creative Writing,4,97.46,22.88,2024-02-19,16
EVAL_045734,v1.2,General QA,5,89.45,32.93,2024-06-09,16
EVAL_045735,v1.2,Creative Writing,5,85.78,29.12,2024-01-23,16
EVAL_045736,v1.2,Coding,5,86.75,29.83,2024-04-30,16
EVAL_045737,v1.2,Math/Logic,4,94.74,21.36,2024-04-27,16
EVAL_045738,v1.2,Coding,4,100.0,16.73,2024-05-03,16
EVAL_045739,v1.2,Creative Writing,5,100.0,29.38,2024-04-27,16
EVAL_045740,v1.2,General QA,4,89.51,25.12,2024-05-20,16
EVAL_045741,v1.2,Coding,5,100.0,20.33,2024-02-04,16
EVAL_045742,v1.2,Coding,5,99.75,24.09,2024-05-08,16
EVAL_045743,v1.2,Creative Writing,5,100.0,19.0,2024-04-23,16
EVAL_045744,v1.2,Creative Writing,4,94.2,27.33,2024-03-01,16
EVAL_045745,v1.2,Scientific,5,100.0,31.52,2024-05-23,16
EVAL_045746,v1.2,Scientific,4,92.2,18.3,2024-05-01,16
EVAL_045747,v1.2,Coding,4,84.51,21.62,2024-06-08,16
EVAL_045748,v1.2,Scientific,5,100.0,18.83,2024-02-05,16
EVAL_045749,v1.2,Scientific,3,89.87,20.03,2024-04-06,16
EVAL_045750,v1.2,General QA,5,100.0,24.42,2024-02-07,16
EVAL_045751,v1.2,Creative Writing,4,97.51,27.74,2024-01-11,16
EVAL_045752,v1.2,Math/Logic,4,99.23,24.18,2024-06-21,16
EVAL_045753,v1.2,Scientific,5,93.28,27.25,2024-02-21,16
EVAL_045754,v1.2,Coding,5,99.68,18.76,2024-02-21,16
EVAL_045755,v1.2,Scientific,5,100.0,30.78,2024-06-11,16
EVAL_045756,v1.2,Math/Logic,5,98.77,20.93,2024-04-08,16
EVAL_045757,v1.2,Math/Logic,5,97.2,18.25,2024-05-03,16
EVAL_045758,v1.2,General QA,5,84.9,21.8,2024-02-08,16
EVAL_045759,v1.2,Scientific,5,95.08,31.16,2024-03-11,16
EVAL_045760,v1.2,Creative Writing,5,89.59,27.97,2024-03-11,16
EVAL_045761,v1.2,Coding,4,100.0,26.77,2024-03-31,16
EVAL_045762,v1.2,Creative Writing,3,88.79,26.04,2024-04-13,16
EVAL_045763,v1.2,Math/Logic,5,100.0,18.1,2024-03-14,16
EVAL_045764,v1.2,Scientific,5,84.75,21.83,2024-06-17,16
EVAL_045765,v1.2,General QA,4,81.29,29.18,2024-02-05,16
EVAL_045766,v1.2,Math/Logic,5,100.0,27.11,2024-02-28,16
EVAL_045767,v1.2,Coding,5,100.0,23.25,2024-05-29,16
EVAL_045768,v1.2,Coding,5,93.55,31.94,2024-05-01,16
EVAL_045769,v1.2,Scientific,5,89.01,22.12,2024-05-17,16
EVAL_045770,v1.2,Coding,5,100.0,23.13,2024-06-28,16
EVAL_045771,v1.2,Creative Writing,5,96.63,20.55,2024-01-30,16
EVAL_045772,v1.2,Coding,5,90.06,20.91,2024-01-12,16
EVAL_045773,v1.2,General QA,4,95.96,30.0,2024-05-30,16
EVAL_045774,v1.2,Creative Writing,5,100.0,27.44,2024-05-21,16
EVAL_045775,v1.2,Coding,5,82.84,28.13,2024-05-25,16
EVAL_045776,v1.2,Math/Logic,5,100.0,25.65,2024-04-18,16
EVAL_045777,v1.2,General QA,5,100.0,31.54,2024-01-01,16
EVAL_045778,v1.2,Coding,4,94.42,27.26,2024-03-04,16
EVAL_045779,v1.2,Math/Logic,5,91.19,18.53,2024-05-28,16
EVAL_045780,v1.2,Coding,5,100.0,25.14,2024-03-17,16
EVAL_045781,v1.2,Creative Writing,5,95.46,29.18,2024-06-05,16
EVAL_045782,v1.2,Scientific,5,100.0,20.91,2024-03-12,16
EVAL_045783,v1.2,Coding,5,96.15,28.06,2024-05-01,16
EVAL_045784,v1.2,Scientific,5,98.65,31.04,2024-02-29,16
EVAL_045785,v1.2,Scientific,4,93.96,26.52,2024-01-24,16
EVAL_045786,v1.2,Math/Logic,5,100.0,18.13,2024-02-13,16
EVAL_045787,v1.2,Creative Writing,5,100.0,25.28,2024-05-29,16
EVAL_045788,v1.2,Scientific,5,99.44,25.47,2024-02-15,16
EVAL_045789,v1.2,Scientific,4,100.0,26.61,2024-03-09,16
EVAL_045790,v1.2,Scientific,4,100.0,18.5,2024-03-09,16
EVAL_045791,v1.2,Coding,5,99.95,23.65,2024-05-15,16
EVAL_045792,v1.2,General QA,5,83.31,31.1,2024-02-15,16
EVAL_045793,v1.2,Math/Logic,5,95.83,28.43,2024-05-16,16
EVAL_045794,v1.2,Scientific,5,86.94,31.88,2024-04-18,16
EVAL_045795,v1.2,Math/Logic,5,100.0,30.58,2024-04-24,16
EVAL_045796,v1.2,Creative Writing,5,100.0,31.64,2024-02-15,16
EVAL_045797,v1.2,Scientific,5,89.42,28.68,2024-05-22,16
EVAL_045798,v1.2,Coding,5,100.0,23.94,2024-02-27,16
EVAL_045799,v1.2,Creative Writing,4,100.0,24.08,2024-02-26,16
EVAL_045800,v1.2,Coding,4,82.88,25.48,2024-01-26,16
EVAL_045801,v1.2,Math/Logic,5,100.0,23.33,2024-02-15,16
EVAL_045802,v1.2,Coding,4,95.85,16.94,2024-03-19,16
EVAL_045803,v1.2,General QA,5,99.22,29.91,2024-03-19,16
EVAL_045804,v1.2,Coding,5,100.0,18.71,2024-03-14,16
EVAL_045805,v1.2,Coding,4,95.48,23.37,2024-06-19,16
EVAL_045806,v1.2,Scientific,5,97.04,19.59,2024-03-08,16
EVAL_045807,v1.2,General QA,5,100.0,26.3,2024-01-06,16
EVAL_045808,v1.2,Scientific,5,89.14,21.59,2024-05-25,16
EVAL_045809,v1.2,Scientific,4,83.37,16.07,2024-05-29,16
EVAL_045810,v1.2,Coding,5,100.0,28.76,2024-01-12,16
EVAL_045811,v1.2,Scientific,4,92.05,19.89,2024-04-16,16
EVAL_045812,v1.2,Math/Logic,5,85.84,22.89,2024-03-21,16
EVAL_045813,v1.2,Creative Writing,5,100.0,22.56,2024-05-20,16
EVAL_045814,v1.2,Creative Writing,5,89.46,23.55,2024-06-21,16
EVAL_045815,v1.2,General QA,4,89.22,23.6,2024-03-24,16
EVAL_045816,v1.2,General QA,5,100.0,28.86,2024-04-18,16
EVAL_045817,v1.2,Creative Writing,5,100.0,25.61,2024-05-18,16
EVAL_045818,v1.2,Creative Writing,4,100.0,28.8,2024-05-09,16
EVAL_045819,v1.2,Scientific,5,100.0,21.82,2024-06-19,16
EVAL_045820,v1.2,General QA,4,89.96,28.5,2024-05-13,16
EVAL_045821,v1.2,Creative Writing,5,100.0,22.98,2024-06-11,16
EVAL_045822,v1.2,Math/Logic,5,92.32,19.92,2024-05-21,16
EVAL_045823,v1.2,Math/Logic,5,100.0,18.29,2024-04-12,16
EVAL_045824,v1.2,Math/Logic,5,100.0,18.1,2024-03-08,16
EVAL_045825,v1.2,Creative Writing,3,86.64,25.72,2024-03-31,16
EVAL_045826,v1.2,Coding,5,100.0,27.31,2024-03-20,16
EVAL_045827,v1.2,Math/Logic,5,91.35,21.02,2024-03-16,16
EVAL_045828,v1.2,General QA,5,97.4,23.37,2024-03-02,16
EVAL_045829,v1.2,Creative Writing,5,100.0,25.17,2024-03-17,16
EVAL_045830,v1.2,Scientific,4,92.1,25.75,2024-05-01,16
EVAL_045831,v1.2,General QA,5,100.0,18.66,2024-01-27,16
EVAL_045832,v1.2,Coding,5,93.79,29.54,2024-06-02,16
EVAL_045833,v1.2,Scientific,5,97.47,32.71,2024-01-24,16
EVAL_045834,v1.2,Creative Writing,5,100.0,26.86,2024-01-11,16
EVAL_045835,v1.2,Coding,5,100.0,21.59,2024-03-06,16
EVAL_045836,v1.2,Scientific,4,89.99,20.44,2024-06-09,16
EVAL_045837,v1.2,Math/Logic,5,94.08,20.06,2024-03-22,16
EVAL_045838,v1.2,Math/Logic,4,92.07,30.44,2024-02-24,16
EVAL_045839,v1.2,Math/Logic,5,100.0,32.2,2024-02-08,16
EVAL_045840,v1.2,Scientific,5,86.73,22.03,2024-04-21,16
EVAL_045841,v1.2,Creative Writing,5,100.0,32.76,2024-06-28,16
EVAL_045842,v1.2,Math/Logic,5,93.82,27.44,2024-04-15,16
EVAL_045843,v1.2,Creative Writing,4,100.0,24.13,2024-06-07,16
EVAL_045844,v1.2,General QA,5,88.27,21.69,2024-04-20,16
EVAL_045845,v1.2,Math/Logic,5,100.0,24.51,2024-05-07,16
EVAL_045846,v1.2,Creative Writing,5,90.0,27.99,2024-06-28,16
EVAL_045847,v1.2,General QA,5,91.36,28.58,2024-06-17,16
EVAL_045848,v1.2,Math/Logic,5,90.03,26.46,2024-03-18,16
EVAL_045849,v1.2,Math/Logic,5,97.0,32.02,2024-01-28,16
EVAL_045850,v1.2,Math/Logic,4,100.0,20.92,2024-04-02,16
EVAL_045851,v1.2,General QA,4,79.87,22.62,2024-03-24,16
EVAL_045852,v1.2,Math/Logic,5,88.59,20.99,2024-04-14,16
EVAL_045853,v1.2,Math/Logic,4,86.71,27.82,2024-05-18,16
EVAL_045854,v1.2,Math/Logic,5,96.78,29.93,2024-05-14,16
EVAL_045855,v1.2,Scientific,5,89.29,31.65,2024-05-19,16
EVAL_045856,v1.2,General QA,3,98.18,16.22,2024-06-05,16
EVAL_045857,v1.2,General QA,5,99.21,24.58,2024-01-18,16
EVAL_045858,v1.2,Math/Logic,4,83.48,23.81,2024-02-19,16
EVAL_045859,v1.2,Coding,4,93.2,26.88,2024-03-04,16
EVAL_045860,v1.2,Creative Writing,4,89.22,17.87,2024-06-25,16
EVAL_045861,v1.2,Scientific,4,100.0,30.74,2024-01-12,16
EVAL_045862,v1.2,Coding,5,80.99,30.76,2024-05-03,16
EVAL_045863,v1.2,Scientific,4,90.28,28.44,2024-06-25,16
EVAL_045864,v1.2,Math/Logic,5,100.0,21.74,2024-02-11,16
EVAL_045865,v1.2,Coding,4,93.02,16.48,2024-01-02,16
EVAL_045866,v1.2,Creative Writing,5,97.8,22.55,2024-05-22,16
EVAL_045867,v1.2,Coding,5,100.0,26.27,2024-01-05,16
EVAL_045868,v1.2,Math/Logic,5,87.06,29.39,2024-06-06,16
EVAL_045869,v1.2,General QA,5,100.0,31.06,2024-04-09,16
EVAL_045870,v1.2,Coding,4,88.59,22.33,2024-06-23,16
EVAL_045871,v1.2,Coding,5,93.46,30.5,2024-06-25,16
EVAL_045872,v1.2,General QA,5,100.0,30.79,2024-05-10,16
EVAL_045873,v1.2,Coding,4,86.17,16.48,2024-01-23,16
EVAL_045874,v1.2,Creative Writing,4,100.0,19.0,2024-02-19,16
EVAL_045875,v1.2,Coding,5,100.0,18.87,2024-02-18,16
EVAL_045876,v1.2,General QA,4,95.51,29.96,2024-02-23,16
EVAL_045877,v1.2,Math/Logic,5,100.0,26.6,2024-02-13,16
EVAL_045878,v1.2,Scientific,4,100.0,24.26,2024-03-12,16
EVAL_045879,v1.2,Scientific,4,83.13,20.43,2024-02-27,16
EVAL_045880,v1.2,Math/Logic,5,100.0,32.57,2024-06-19,16
EVAL_045881,v1.2,Math/Logic,5,91.11,21.16,2024-02-17,16
EVAL_045882,v1.2,Creative Writing,5,90.96,18.03,2024-05-25,16
EVAL_045883,v1.2,Creative Writing,5,88.77,19.93,2024-02-12,16
EVAL_045884,v1.2,Math/Logic,5,98.7,30.74,2024-01-13,16
EVAL_045885,v1.2,Scientific,5,100.0,26.23,2024-06-05,16
EVAL_045886,v1.2,Math/Logic,5,100.0,30.42,2024-04-29,16
EVAL_045887,v1.2,Coding,5,99.35,18.33,2024-04-03,16
EVAL_045888,v1.2,General QA,5,100.0,20.38,2024-02-11,16
EVAL_045889,v1.2,Creative Writing,2,100.0,23.71,2024-01-19,16
EVAL_045890,v1.2,Scientific,4,92.85,20.92,2024-02-23,16
EVAL_045891,v1.2,General QA,4,99.49,20.36,2024-04-09,16
EVAL_045892,v1.2,Coding,4,91.07,30.88,2024-01-31,16
EVAL_045893,v1.2,Coding,5,94.37,26.99,2024-03-29,16
EVAL_045894,v1.2,Coding,4,96.65,21.75,2024-04-13,16
EVAL_045895,v1.2,Creative Writing,5,100.0,29.52,2024-04-29,16
EVAL_045896,v1.2,Coding,4,88.32,20.65,2024-04-30,16
EVAL_045897,v1.2,Scientific,4,88.59,25.35,2024-03-28,16
EVAL_045898,v1.2,Coding,4,90.54,26.51,2024-01-10,16
EVAL_045899,v1.2,Scientific,4,89.85,23.36,2024-03-21,16
EVAL_045900,v1.2,Creative Writing,5,100.0,30.64,2024-05-04,16
EVAL_045901,v1.2,Creative Writing,5,100.0,18.0,2024-01-24,16
EVAL_045902,v1.2,Creative Writing,3,96.1,23.95,2024-05-17,16
EVAL_045903,v1.2,Math/Logic,5,100.0,20.9,2024-06-18,16
EVAL_045904,v1.2,Coding,5,100.0,26.36,2024-06-02,16
EVAL_045905,v1.2,General QA,5,97.98,18.76,2024-03-18,16
EVAL_045906,v1.2,Scientific,4,92.1,30.4,2024-04-17,16
EVAL_045907,v1.2,General QA,5,91.11,23.64,2024-03-18,16
EVAL_045908,v1.2,Scientific,5,92.05,19.97,2024-01-19,16
EVAL_045909,v1.2,Coding,3,83.24,27.53,2024-03-08,16
EVAL_045910,v1.2,Creative Writing,5,96.56,22.33,2024-02-11,16
EVAL_045911,v1.2,Creative Writing,5,100.0,23.35,2024-01-17,16
EVAL_045912,v1.2,Coding,5,100.0,25.87,2024-03-14,16
EVAL_045913,v1.2,Creative Writing,5,97.4,19.61,2024-02-13,16
EVAL_045914,v1.2,Creative Writing,5,95.54,22.65,2024-03-14,16
EVAL_045915,v1.2,General QA,5,100.0,29.94,2024-04-24,16
EVAL_045916,v1.2,Creative Writing,5,87.99,31.41,2024-03-04,16
EVAL_045917,v1.2,General QA,5,86.86,20.05,2024-06-19,16
EVAL_045918,v1.2,Scientific,5,100.0,25.8,2024-03-20,16
EVAL_045919,v1.2,Creative Writing,4,86.49,16.69,2024-04-19,16
EVAL_045920,v1.2,Scientific,5,99.9,27.44,2024-02-02,16
EVAL_045921,v1.2,Scientific,5,100.0,29.38,2024-06-25,16
EVAL_045922,v1.2,Coding,4,93.07,29.76,2024-06-08,16
EVAL_045923,v1.2,Creative Writing,4,100.0,27.79,2024-04-25,16
EVAL_045924,v1.2,Math/Logic,4,100.0,16.38,2024-03-09,16
EVAL_045925,v1.2,Creative Writing,4,92.76,20.72,2024-02-11,16
EVAL_045926,v1.2,Scientific,5,100.0,23.96,2024-04-02,16
EVAL_045927,v1.2,Scientific,4,98.55,28.79,2024-03-25,16
EVAL_045928,v1.2,Math/Logic,5,100.0,24.82,2024-01-27,16
EVAL_045929,v1.2,Coding,5,89.04,28.6,2024-05-07,16
EVAL_045930,v1.2,Creative Writing,5,100.0,29.74,2024-06-16,16
EVAL_045931,v1.2,General QA,5,99.48,18.06,2024-01-24,16
EVAL_045932,v1.2,Math/Logic,5,100.0,23.14,2024-04-17,16
EVAL_045933,v1.2,Scientific,4,96.75,17.47,2024-05-06,16
EVAL_045934,v1.2,Scientific,5,99.23,25.97,2024-05-23,16
EVAL_045935,v1.2,Coding,5,91.27,29.33,2024-01-11,16
EVAL_045936,v1.2,General QA,5,100.0,23.02,2024-02-16,16
EVAL_045937,v1.2,General QA,4,97.96,25.99,2024-02-09,16
EVAL_045938,v1.2,Math/Logic,5,100.0,32.5,2024-06-01,16
EVAL_045939,v1.2,General QA,5,97.09,22.96,2024-06-24,16
EVAL_045940,v1.2,Creative Writing,4,90.13,25.88,2024-02-01,16
EVAL_045941,v1.2,Creative Writing,4,93.38,16.83,2024-05-04,16
EVAL_045942,v1.2,Math/Logic,5,100.0,27.4,2024-02-26,16
EVAL_045943,v1.2,Scientific,5,95.37,27.76,2024-02-28,16
EVAL_045944,v1.2,Math/Logic,4,90.39,25.45,2024-02-01,16
EVAL_045945,v1.2,Scientific,4,100.0,24.61,2024-03-28,16
EVAL_045946,v1.2,Creative Writing,5,88.77,29.09,2024-01-01,16
EVAL_045947,v1.2,Creative Writing,5,98.51,22.56,2024-06-22,16
EVAL_045948,v1.2,Scientific,3,85.02,14.31,2024-03-10,16
EVAL_045949,v1.2,Math/Logic,3,95.48,23.47,2024-01-24,16
EVAL_045950,v1.2,Coding,5,100.0,23.26,2024-05-22,16
EVAL_045951,v1.2,Scientific,5,97.09,32.29,2024-03-30,16
EVAL_045952,v1.2,General QA,4,100.0,23.09,2024-05-04,16
EVAL_045953,v1.2,Creative Writing,4,90.47,17.59,2024-02-15,16
EVAL_045954,v1.2,Scientific,5,85.56,30.5,2024-06-12,16
EVAL_045955,v1.2,Scientific,5,100.0,24.13,2024-06-10,16
EVAL_045956,v1.2,Creative Writing,4,81.27,26.1,2024-03-25,16
EVAL_045957,v1.2,Creative Writing,4,84.69,19.94,2024-03-18,16
EVAL_045958,v1.2,Scientific,5,100.0,26.23,2024-01-17,16
EVAL_045959,v1.2,Creative Writing,5,100.0,27.41,2024-06-27,16
EVAL_045960,v1.2,Creative Writing,5,100.0,30.16,2024-06-06,16
EVAL_045961,v1.2,Math/Logic,4,100.0,16.02,2024-02-18,16
EVAL_045962,v1.2,Coding,4,92.36,29.97,2024-03-26,16
EVAL_045963,v1.2,Math/Logic,4,90.23,30.17,2024-06-08,16
EVAL_045964,v1.2,Scientific,5,100.0,18.72,2024-04-09,16
EVAL_045965,v1.2,Creative Writing,4,96.4,28.17,2024-02-25,16
EVAL_045966,v1.2,General QA,5,100.0,24.27,2024-03-11,16
EVAL_045967,v1.2,Scientific,5,100.0,27.06,2024-01-06,16
EVAL_045968,v1.2,General QA,5,100.0,30.49,2024-04-16,16
EVAL_045969,v1.2,General QA,3,92.65,18.44,2024-01-14,16
EVAL_045970,v1.2,Scientific,5,93.59,27.64,2024-06-11,16
EVAL_045971,v1.2,Coding,5,100.0,19.2,2024-01-05,16
EVAL_045972,v1.2,General QA,5,100.0,31.74,2024-02-19,16
EVAL_045973,v1.2,Creative Writing,3,83.14,28.34,2024-01-06,16
EVAL_045974,v1.2,Coding,5,99.95,24.23,2024-02-21,16
EVAL_045975,v1.2,Math/Logic,5,100.0,21.54,2024-04-24,16
EVAL_045976,v1.2,General QA,5,96.42,28.82,2024-03-02,16
EVAL_045977,v1.2,Scientific,5,94.99,26.52,2024-01-01,16
EVAL_045978,v1.2,Creative Writing,5,100.0,26.61,2024-05-22,16
EVAL_045979,v1.2,Math/Logic,5,100.0,21.24,2024-03-27,16
EVAL_045980,v1.2,Coding,5,97.98,28.04,2024-05-26,16
EVAL_045981,v1.2,Scientific,5,95.82,32.2,2024-03-25,16
EVAL_045982,v1.2,General QA,4,86.33,26.59,2024-02-22,16
EVAL_045983,v1.2,Scientific,4,97.39,26.03,2024-02-06,16
EVAL_045984,v1.2,Scientific,5,96.26,30.32,2024-02-07,16
EVAL_045985,v1.2,Coding,5,100.0,21.89,2024-03-16,16
EVAL_045986,v1.2,Math/Logic,5,100.0,26.55,2024-03-20,16
EVAL_045987,v1.2,Coding,3,87.97,19.31,2024-06-23,16
EVAL_045988,v1.2,Coding,5,100.0,30.67,2024-06-11,16
EVAL_045989,v1.2,Creative Writing,5,100.0,23.62,2024-05-24,16
EVAL_045990,v1.2,General QA,5,100.0,24.62,2024-02-01,16
EVAL_045991,v1.2,Math/Logic,5,88.1,19.63,2024-01-21,16
EVAL_045992,v1.2,General QA,4,100.0,27.71,2024-03-27,16
EVAL_045993,v1.2,Math/Logic,5,99.06,31.63,2024-03-18,16
EVAL_045994,v1.2,General QA,5,95.48,18.47,2024-01-14,16
EVAL_045995,v1.2,Math/Logic,3,91.87,18.08,2024-04-05,16
EVAL_045996,v1.2,General QA,5,100.0,19.31,2024-06-07,16
EVAL_045997,v1.2,Math/Logic,4,90.03,24.36,2024-04-01,16
EVAL_045998,v1.2,Math/Logic,5,89.78,30.78,2024-02-29,16
EVAL_045999,v1.2,Math/Logic,5,99.33,31.05,2024-03-14,16
EVAL_046000,v1.2,Math/Logic,5,96.05,27.07,2024-01-09,16
EVAL_046001,v1.2,General QA,5,83.89,23.55,2024-04-08,16
EVAL_046002,v1.2,Coding,5,100.0,22.6,2024-05-09,16
EVAL_046003,v1.2,Scientific,5,100.0,18.78,2024-04-25,16
EVAL_046004,v1.2,Coding,3,94.3,19.29,2024-05-02,16
EVAL_046005,v1.2,Creative Writing,5,99.64,26.28,2024-02-28,16
EVAL_046006,v1.2,Math/Logic,4,93.51,28.24,2024-02-11,16
EVAL_046007,v1.2,Scientific,5,100.0,27.56,2024-01-03,16
EVAL_046008,v1.2,Scientific,5,99.06,21.95,2024-03-15,16
EVAL_046009,v1.2,Scientific,5,100.0,22.66,2024-02-08,16
EVAL_046010,v1.2,General QA,5,100.0,30.96,2024-03-26,16
EVAL_046011,v1.2,Scientific,3,79.3,16.39,2024-05-27,16
EVAL_046012,v1.2,General QA,5,93.49,32.58,2024-03-29,16
EVAL_046013,v1.2,Creative Writing,5,100.0,28.39,2024-05-31,16
EVAL_046014,v1.2,Coding,4,100.0,26.37,2024-05-18,16
EVAL_046015,v1.2,Math/Logic,4,98.28,17.98,2024-03-06,16
EVAL_046016,v1.2,Math/Logic,3,81.47,19.03,2024-01-06,16
EVAL_046017,v1.2,General QA,5,100.0,19.0,2024-06-18,16
EVAL_046018,v1.2,General QA,5,87.64,26.86,2024-05-26,16
EVAL_046019,v1.2,Creative Writing,5,89.78,29.12,2024-06-12,16
EVAL_046020,v1.2,Creative Writing,5,97.76,19.0,2024-06-26,16
EVAL_046021,v1.2,Creative Writing,5,95.39,22.52,2024-01-06,16
EVAL_046022,v1.2,Scientific,3,88.38,25.99,2024-06-10,16
EVAL_046023,v1.2,Creative Writing,5,89.36,26.07,2024-01-27,16
EVAL_046024,v1.2,Scientific,5,98.07,21.19,2024-04-08,16
EVAL_046025,v1.2,General QA,3,85.62,15.34,2024-06-08,16
EVAL_046026,v1.2,Math/Logic,4,82.48,19.97,2024-04-07,16
EVAL_046027,v1.2,General QA,5,90.61,21.71,2024-01-15,16
EVAL_046028,v1.2,Coding,5,92.71,25.55,2024-04-19,16
EVAL_046029,v1.2,Math/Logic,4,93.01,20.06,2024-01-31,16
EVAL_046030,v1.2,Coding,4,93.74,26.3,2024-03-25,16
EVAL_046031,v1.2,Math/Logic,5,100.0,29.93,2024-03-03,16
EVAL_046032,v1.2,Scientific,3,89.43,17.28,2024-04-01,16
EVAL_046033,v1.2,Creative Writing,5,100.0,32.29,2024-04-06,16
EVAL_046034,v1.2,Math/Logic,5,100.0,26.56,2024-02-12,16
EVAL_046035,v1.2,Coding,5,97.32,20.43,2024-04-18,16
EVAL_046036,v1.2,General QA,4,87.76,22.78,2024-06-01,16
EVAL_046037,v1.2,General QA,5,100.0,27.73,2024-03-01,16
EVAL_046038,v1.2,General QA,3,92.9,22.38,2024-05-07,16
EVAL_046039,v1.2,Coding,4,97.85,16.13,2024-02-05,16
EVAL_046040,v1.2,Math/Logic,5,100.0,20.81,2024-02-04,16
EVAL_046041,v1.2,General QA,4,92.88,25.6,2024-05-08,16
EVAL_046042,v1.2,Math/Logic,5,96.99,24.88,2024-06-17,16
EVAL_046043,v1.2,Coding,5,98.86,27.26,2024-01-11,16
EVAL_046044,v1.2,Coding,3,88.65,26.31,2024-06-05,16
EVAL_046045,v1.2,Creative Writing,5,100.0,21.13,2024-04-12,16
EVAL_046046,v1.2,Coding,5,91.32,30.59,2024-01-14,16
EVAL_046047,v1.2,Scientific,5,100.0,21.18,2024-06-27,16
EVAL_046048,v1.2,Math/Logic,5,100.0,20.31,2024-01-16,16
EVAL_046049,v1.2,Math/Logic,4,94.63,24.78,2024-01-25,16
EVAL_046050,v1.2,Scientific,4,80.42,28.82,2024-02-10,16
EVAL_046051,v1.2,Scientific,5,100.0,32.05,2024-05-28,16
EVAL_046052,v1.2,Scientific,4,89.49,25.75,2024-01-31,16
EVAL_046053,v1.2,General QA,5,100.0,26.79,2024-05-08,16
EVAL_046054,v1.2,Math/Logic,4,80.26,26.64,2024-02-25,16
EVAL_046055,v1.2,General QA,5,100.0,21.97,2024-03-26,16
EVAL_046056,v1.2,Creative Writing,3,87.86,19.11,2024-05-11,16
EVAL_046057,v1.2,General QA,5,100.0,26.4,2024-02-25,16
EVAL_046058,v1.2,Creative Writing,4,93.33,30.45,2024-01-21,16
EVAL_046059,v1.2,Math/Logic,4,100.0,17.0,2024-03-18,16
EVAL_046060,v1.2,General QA,5,96.14,19.95,2024-05-27,16
EVAL_046061,v1.2,Scientific,5,99.34,24.36,2024-05-29,16
EVAL_046062,v1.2,General QA,5,91.08,18.23,2024-06-20,16
EVAL_046063,v1.2,Coding,4,82.65,29.37,2024-01-18,16
EVAL_046064,v1.2,Math/Logic,5,100.0,19.26,2024-01-20,16
EVAL_046065,v1.2,Scientific,4,97.32,22.26,2024-04-17,16
EVAL_046066,v1.2,Scientific,5,86.76,30.84,2024-03-14,16
EVAL_046067,v1.2,Creative Writing,5,100.0,32.73,2024-03-02,16
EVAL_046068,v1.2,Coding,5,90.07,32.18,2024-01-08,16
EVAL_046069,v1.2,General QA,5,92.09,32.28,2024-01-09,16
EVAL_046070,v1.2,Math/Logic,5,100.0,24.72,2024-04-05,16
EVAL_046071,v1.2,Creative Writing,5,86.9,22.53,2024-02-15,16
EVAL_046072,v1.2,Math/Logic,5,89.62,19.88,2024-01-05,16
EVAL_046073,v1.2,Math/Logic,4,100.0,17.99,2024-06-04,16
EVAL_046074,v1.2,Math/Logic,3,91.75,24.29,2024-04-01,16
EVAL_046075,v1.2,Creative Writing,4,90.96,27.57,2024-01-07,16
EVAL_046076,v1.2,Coding,4,88.47,29.32,2024-06-13,16
EVAL_046077,v1.2,General QA,5,100.0,30.84,2024-05-28,16
EVAL_046078,v1.2,Coding,4,83.65,17.7,2024-02-04,16
EVAL_046079,v1.2,Creative Writing,5,91.25,22.93,2024-04-21,16
EVAL_046080,v1.2,General QA,4,99.45,24.57,2024-03-01,16
EVAL_046081,v1.2,Math/Logic,4,85.61,22.49,2024-05-27,16
EVAL_046082,v1.2,General QA,5,99.75,21.97,2024-03-08,16
EVAL_046083,v1.2,Creative Writing,5,100.0,18.92,2024-02-27,16
